component_id,lot_id,wafer_id,val_0h,val_24h,val_96h,val_168h,iddq_0h,iddq_24h,tpd_0h,tpd_24h,static_limit,static_pass_0h,static_pass_24h,defect_type,is_defective
IC_1023,LOT_A,W06,8.3164,9.844,11.4552,12.2463,2.3947,2.5117,10.5403,10.8673,50.0,1,1,normal,0
IC_1024,LOT_D,W21,9.1861,9.7867,10.893,11.3523,2.4302,2.4765,11.197,11.1792,50.0,1,1,normal,0
IC_1025,LOT_F,W18,13.0115,14.1178,14.6924,15.5023,2.3261,2.4336,13.4559,13.5192,50.0,1,1,normal,0
IC_1026,LOT_E,W06,40.4847,43.1051,44.2565,46.9852,4.4797,4.6175,17.2438,17.5325,50.0,1,1,latent_distribution_outlier,1
IC_1027,LOT_C,W18,14.149,16.0061,17.0815,18.2716,2.7233,2.861,10.8599,11.2272,50.0,1,1,normal,0
IC_1028,LOT_D,W06,9.6499,10.978,12.3878,13.1775,2.6733,2.7486,10.8611,10.9602,50.0,1,1,normal,0
IC_1029,LOT_A,W23,7.8612,9.0079,9.9926,11.0358,2.1468,2.2307,11.0284,11.0624,50.0,1,1,normal,0
IC_1030,LOT_F,W13,10.5722,11.8459,13.0832,14.3139,2.1837,2.2612,14.0536,14.1284,50.0,1,1,normal,0
IC_1031,LOT_B,W14,9.3916,10.8361,12.4265,13.8405,2.2972,2.3771,12.2146,12.4103,50.0,1,1,normal,0
IC_1032,LOT_A,W17,5.9572,7.2691,9.3417,9.365,2.3272,2.4553,9.8269,9.8707,50.0,1,1,normal,0
IC_1033,LOT_C,W24,12.0727,12.7858,13.4029,13.5959,2.4976,2.5392,11.8528,11.9835,50.0,1,1,normal,0
IC_1034,LOT_B,W15,10.8391,11.762,12.8708,13.0298,3.0948,3.1581,12.0528,12.1646,50.0,1,1,normal,0
IC_1035,LOT_F,W18,13.2271,14.4572,14.9465,15.7856,2.3274,2.3705,13.3326,13.6307,50.0,1,1,normal,0
IC_1036,LOT_A,W08,10.7526,12.3753,13.6785,14.93,2.7713,2.8299,12.6369,12.9141,50.0,1,1,normal,0
IC_1037,LOT_C,W06,14.0658,14.9119,16.4035,16.1123,1.9673,2.061,11.4905,11.6433,50.0,1,1,normal,0
IC_1038,LOT_F,W07,11.8898,12.873,13.8046,13.8868,2.6915,2.7493,12.9469,12.8452,50.0,1,1,normal,0
IC_1039,LOT_E,W15,12.3195,14.056,15.4882,16.2457,2.3718,2.4857,13.3141,13.3723,50.0,1,1,normal,0
IC_1040,LOT_D,W11,12.4618,18.8664,52.9169,99.8887,3.0281,3.4528,11.3953,12.1513,50.0,1,1,early_drifter,1
IC_1041,LOT_E,W15,11.886,12.538,13.1117,13.263,2.5535,2.5948,12.5433,12.7885,50.0,1,1,normal,0
IC_1042,LOT_C,W22,7.8337,9.4568,11.3662,11.5037,1.721,1.8338,11.2242,11.4348,50.0,1,1,normal,0
IC_1043,LOT_C,W24,34.9745,36.2247,37.2229,37.738,4.1151,4.1824,16.1215,16.3961,50.0,1,1,latent_distribution_outlier,1
IC_1044,LOT_E,W23,9.4755,13.9244,36.6381,68.3448,2.154,2.4355,12.4063,12.8698,50.0,1,1,early_drifter,1
IC_1045,LOT_C,W19,11.2405,12.1727,13.0833,14.051,2.2834,2.3285,12.2012,12.3723,50.0,1,1,normal,0
IC_1046,LOT_D,W18,43.8529,44.9598,46.4651,46.6476,4.8725,4.9571,15.3286,15.631,50.0,1,1,latent_distribution_outlier,1
IC_1047,LOT_F,W12,10.5774,12.3542,13.7161,15.3117,2.7276,2.8543,12.3212,12.5445,50.0,1,1,normal,0
IC_1048,LOT_A,W05,8.9803,9.805,10.5355,11.297,2.8722,2.9522,10.8613,10.9629,50.0,1,1,normal,0
IC_1049,LOT_C,W21,10.6018,11.4085,12.9726,12.9851,2.258,2.2538,11.711,11.8258,50.0,1,1,normal,0
IC_1050,LOT_C,W17,9.1708,10.8091,12.1424,13.7333,1.9053,2.058,11.9032,12.197,50.0,1,1,normal,0
IC_1051,LOT_C,W05,11.3147,12.3241,13.4134,13.7807,2.3632,2.4423,11.4021,11.5865,50.0,1,1,normal,0
IC_1052,LOT_B,W09,10.1108,13.1813,29.3479,53.2634,2.5634,2.768,12.0986,12.4154,50.0,1,1,early_drifter,1
IC_1053,LOT_C,W12,11.7084,12.7045,13.7789,14.5809,2.3145,2.3164,12.4621,12.6099,50.0,1,1,normal,0
IC_1054,LOT_C,W10,52.0078,55.4916,66.2511,94.9029,5.4518,5.6442,17.2392,17.6372,50.0,0,0,gross_failure,1
IC_1055,LOT_A,W17,7.4306,8.318,8.9976,9.7204,2.092,2.1657,12.5269,12.567,50.0,1,1,normal,0
IC_1056,LOT_E,W14,9.2314,10.0591,10.9071,12.0751,2.4794,2.5119,12.0123,12.1749,50.0,1,1,normal,0
IC_1057,LOT_A,W04,8.726,10.2735,12.0731,13.3534,2.2484,2.3444,11.7991,11.8898,50.0,1,1,normal,0
IC_1058,LOT_D,W16,5.2266,6.4114,7.7348,9.072,2.2165,2.343,11.4319,11.6849,50.0,1,1,normal,0
IC_1059,LOT_A,W21,12.2579,13.2455,13.9458,14.3215,2.5696,2.6437,11.6111,11.73,50.0,1,1,normal,0
IC_1060,LOT_A,W09,11.1446,12.2059,13.5955,14.5653,2.7057,2.8167,11.9833,12.1293,50.0,1,1,normal,0
IC_1061,LOT_C,W17,11.1029,12.1716,13.1912,12.9384,1.8461,1.9517,11.6284,11.6342,50.0,1,1,normal,0
IC_1062,LOT_E,W11,10.5037,11.7952,13.2003,13.7431,2.2259,2.3224,13.0934,13.2277,50.0,1,1,normal,0
IC_1063,LOT_A,W24,9.6654,11.5165,13.0998,14.039,2.6973,2.8301,10.7574,11.0119,50.0,1,1,normal,0
IC_1064,LOT_A,W14,7.286,8.6589,9.7065,10.5153,2.019,2.136,12.2809,12.4071,50.0,1,1,normal,0
IC_1065,LOT_F,W11,11.111,11.9565,12.4166,13.1413,2.1768,2.1928,13.3006,13.4048,50.0,1,1,normal,0
IC_1066,LOT_A,W09,8.0376,9.2863,10.8667,11.6712,2.279,2.3405,12.296,12.4817,50.0,1,1,normal,0
IC_1067,LOT_F,W20,10.7756,12.4537,14.3656,14.5972,2.6282,2.7348,13.1666,13.4104,50.0,1,1,normal,0
IC_1068,LOT_C,W12,10.1748,11.9988,13.6064,14.7438,2.2317,2.3104,11.8772,12.1608,50.0,1,1,normal,0
IC_1069,LOT_D,W12,14.2802,15.5708,16.6547,17.5837,3.1128,3.144,11.7401,11.7586,50.0,1,1,normal,0
IC_1070,LOT_E,W15,9.3003,10.8331,11.603,13.3102,1.5521,1.6555,12.2389,12.3381,50.0,1,1,normal,0
IC_1071,LOT_D,W02,8.1902,9.477,10.871,11.707,2.0486,2.1093,10.095,10.1837,50.0,1,1,normal,0
IC_1072,LOT_A,W01,10.8515,11.851,12.4919,12.9209,2.2298,2.326,11.2436,11.5427,50.0,1,1,normal,0
IC_1073,LOT_C,W20,11.4778,13.0272,14.966,15.8217,2.2298,2.2628,12.5262,12.4225,50.0,1,1,normal,0
IC_1074,LOT_D,W23,11.5353,12.3119,13.4697,13.775,2.7971,2.8388,11.937,12.2305,50.0,1,1,normal,0
IC_1075,LOT_A,W12,10.9051,12.4712,14.2048,15.6281,2.3893,2.47,11.3378,11.5464,50.0,1,1,normal,0
IC_1076,LOT_B,W06,10.5037,12.0709,13.3928,14.9055,2.5671,2.6649,10.3448,10.3888,50.0,1,1,normal,0
IC_1077,LOT_D,W01,8.2341,8.9505,10.2577,10.7215,2.1914,2.302,9.6894,10.0044,50.0,1,1,normal,0
IC_1078,LOT_E,W15,12.4095,14.0255,15.4092,16.5985,2.3612,2.4747,12.2936,12.389,50.0,1,1,normal,0
IC_1079,LOT_C,W08,13.4239,14.5419,15.1822,15.9962,2.479,2.517,11.6067,11.7728,50.0,1,1,normal,0
IC_1080,LOT_D,W20,10.3196,11.3016,11.9924,12.4251,2.7257,2.7961,12.1312,12.1194,50.0,1,1,normal,0
IC_1081,LOT_A,W05,11.0373,12.4986,13.9693,14.9604,2.5786,2.6324,11.5221,11.8068,50.0,1,1,normal,0
IC_1082,LOT_E,W15,11.03,11.838,12.8663,13.6974,2.1939,2.2216,11.4741,11.3737,50.0,1,1,normal,0
IC_1083,LOT_D,W06,9.4906,10.2788,10.853,11.4079,2.3117,2.353,11.2107,11.3755,50.0,1,1,normal,0
IC_1084,LOT_B,W03,6.6868,7.8925,9.8865,10.5131,2.1225,2.1932,11.229,11.2816,50.0,1,1,normal,0
IC_1085,LOT_F,W23,12.3377,13.6697,15.093,16.2332,2.6094,2.6936,13.8326,13.9615,50.0,1,1,normal,0
IC_1086,LOT_F,W20,9.6028,10.2238,11.266,12.0221,1.824,1.8132,13.9652,14.0428,50.0,1,1,normal,0
IC_1087,LOT_E,W20,9.3633,11.1333,12.6203,13.6961,2.0066,2.1425,12.7005,12.823,50.0,1,1,normal,0
IC_1088,LOT_B,W02,12.9422,14.3813,15.9132,16.4098,2.5326,2.6098,11.7378,11.9634,50.0,1,1,normal,0
IC_1089,LOT_E,W14,36.0274,37.7616,41.118,42.8457,3.8278,3.915,16.3098,16.3683,50.0,1,1,latent_distribution_outlier,1
IC_1090,LOT_E,W09,9.6612,10.7383,11.4203,12.8258,2.497,2.5397,12.1043,12.3286,50.0,1,1,normal,0
IC_1091,LOT_F,W03,11.5036,12.7254,13.9746,14.3196,1.497,1.5539,13.7001,13.8452,50.0,1,1,normal,0
IC_1092,LOT_E,W20,8.4701,9.4611,9.9227,10.9562,2.3688,2.419,11.7885,11.8877,50.0,1,1,normal,0
IC_1093,LOT_E,W11,10.3515,11.2384,12.5093,13.2539,2.4661,2.5184,13.2731,13.3672,50.0,1,1,normal,0
IC_1094,LOT_B,W14,84.0347,93.5733,110.3309,127.4277,8.3511,8.9607,22.2222,23.4617,50.0,0,0,gross_failure,1
IC_1095,LOT_A,W02,11.0671,11.6829,12.3371,13.3751,2.627,2.6405,11.535,11.6921,50.0,1,1,normal,0
IC_1096,LOT_B,W11,9.4279,10.147,11.1652,11.9604,1.9845,1.9943,11.0119,11.0936,50.0,1,1,normal,0
IC_1097,LOT_A,W12,35.6575,38.0876,40.4433,41.0737,4.8201,4.9879,15.4781,15.7727,50.0,1,1,latent_distribution_outlier,1
IC_1098,LOT_D,W18,11.7141,13.1702,15.1949,15.9344,2.235,2.3247,12.219,12.4838,50.0,1,1,normal,0
IC_1099,LOT_B,W16,9.6304,10.6888,11.706,12.226,2.2104,2.3063,12.5667,12.7882,50.0,1,1,normal,0
IC_1100,LOT_D,W22,10.4414,11.235,12.1395,12.6935,2.7199,2.7911,11.0343,11.1301,50.0,1,1,normal,0
IC_1101,LOT_B,W24,9.3807,9.9861,10.7556,11.1857,2.1526,2.139,10.674,10.777,50.0,1,1,normal,0
IC_1102,LOT_F,W24,9.8127,11.4801,12.6946,13.8945,2.0272,2.1136,13.3665,13.7144,50.0,1,1,normal,0
IC_1103,LOT_A,W23,8.7794,10.2737,12.0127,13.1098,2.2458,2.3193,11.5879,11.6729,50.0,1,1,normal,0
IC_1104,LOT_B,W18,9.938,11.4988,12.6642,13.4716,2.4563,2.5658,8.8185,8.9258,50.0,1,1,normal,0
IC_1105,LOT_B,W04,8.2317,9.7206,11.4296,12.5612,2.6452,2.7138,12.0144,12.1692,50.0,1,1,normal,0
IC_1106,LOT_D,W24,11.4595,12.8383,13.8748,14.0456,2.5537,2.6293,12.7709,12.8986,50.0,1,1,normal,0
IC_1107,LOT_E,W21,8.2407,9.6145,10.9348,11.6379,1.6976,1.8149,12.3258,12.6056,50.0,1,1,normal,0
IC_1108,LOT_B,W11,9.3559,10.4425,10.7177,10.4895,2.6224,2.7147,11.701,12.0371,50.0,1,1,normal,0
IC_1109,LOT_D,W10,9.9931,14.4444,37.088,68.5973,2.6199,2.9112,12.8511,13.4232,50.0,1,1,early_drifter,1
IC_1110,LOT_F,W03,39.8112,41.6122,42.8581,43.9981,4.7895,4.901,17.2289,17.6323,50.0,1,1,latent_distribution_outlier,1
IC_1111,LOT_F,W08,12.2947,13.2838,14.6947,14.8512,2.6292,2.7649,13.3929,13.5898,50.0,1,1,normal,0
IC_1112,LOT_F,W22,9.8087,10.5299,11.7945,12.0547,2.1569,2.2112,12.6407,12.677,50.0,1,1,normal,0
IC_1113,LOT_D,W09,9.9088,11.0225,12.7231,13.7159,2.436,2.4391,11.6987,11.7324,50.0,1,1,normal,0
IC_1114,LOT_F,W01,11.3384,12.113,12.5789,13.9179,2.5415,2.5425,14.5531,14.6498,50.0,1,1,normal,0
IC_1115,LOT_B,W03,7.3446,8.1902,8.886,9.6747,2.2329,2.3097,12.5752,12.5766,50.0,1,1,normal,0
IC_1116,LOT_D,W17,10.2587,11.5842,13.482,14.3422,2.613,2.6635,10.1509,10.3241,50.0,1,1,normal,0
IC_1117,LOT_F,W20,10.5438,11.7498,12.6652,13.8757,2.2685,2.3421,14.1956,14.5603,50.0,1,1,normal,0
IC_1118,LOT_E,W04,9.6581,10.6271,11.526,12.5094,1.8107,1.8372,13.4655,13.5714,50.0,1,1,normal,0
IC_1119,LOT_E,W16,12.0379,13.3994,14.8418,15.7635,2.9971,3.0245,12.5562,12.8081,50.0,1,1,normal,0
IC_1120,LOT_C,W06,9.9361,11.3707,12.3822,13.6156,1.9236,2.0749,11.9567,12.1332,50.0,1,1,normal,0
IC_1121,LOT_A,W18,10.1554,11.3202,12.0341,13.4827,2.2693,2.3124,11.4462,11.6944,50.0,1,1,normal,0
IC_1122,LOT_C,W22,14.0,18.4114,42.0121,74.1088,2.2581,2.5551,12.1026,12.5612,50.0,1,1,early_drifter,1
IC_1123,LOT_E,W21,7.449,9.0026,9.9959,11.4257,2.1319,2.2497,12.7504,12.9562,50.0,1,1,normal,0
IC_1124,LOT_D,W19,10.1684,12.0099,13.7728,14.9655,2.1433,2.26,12.2058,12.4326,50.0,1,1,normal,0
IC_1125,LOT_A,W23,8.668,9.4696,9.9664,11.1686,2.24,2.3172,12.3669,12.3437,50.0,1,1,normal,0
IC_1126,LOT_D,W12,9.0899,10.3576,11.9979,12.5236,2.6205,2.7442,12.6442,12.771,50.0,1,1,normal,0
IC_1127,LOT_E,W10,9.3774,10.652,12.0429,12.3835,1.9758,2.0812,12.0095,12.1598,50.0,1,1,normal,0
IC_1128,LOT_E,W24,10.8049,15.3125,41.6667,77.2045,2.1738,2.4114,13.2448,13.7382,50.0,1,1,early_drifter,1
IC_1129,LOT_A,W17,9.7858,11.1125,12.544,12.8594,2.5668,2.6661,11.0839,11.1571,50.0,1,1,normal,0
IC_1130,LOT_E,W12,10.2389,11.5515,12.4805,13.4128,2.3619,2.462,11.7651,11.9036,50.0,1,1,normal,0
IC_1131,LOT_E,W17,10.8566,12.5187,13.8486,14.5608,2.545,2.6283,13.5952,13.8108,50.0,1,1,normal,0
IC_1132,LOT_F,W17,10.5778,15.4129,41.5409,74.931,2.1135,2.5013,15.0382,15.6927,50.0,1,1,early_drifter,1
IC_1133,LOT_E,W14,8.7067,10.1037,11.4692,11.7632,2.4304,2.4835,11.7508,11.9907,50.0,1,1,normal,0
IC_1134,LOT_E,W16,10.8651,11.9583,13.4196,13.6303,2.1988,2.246,12.8947,13.0608,50.0,1,1,normal,0
IC_1135,LOT_B,W14,7.2028,8.9276,10.2157,11.5328,2.5092,2.6244,9.3849,9.6367,50.0,1,1,normal,0
IC_1136,LOT_B,W07,9.7975,10.7486,11.666,12.5209,2.4625,2.5247,9.9835,10.0275,50.0,1,1,normal,0
IC_1137,LOT_B,W10,9.4016,10.7437,12.5129,12.236,2.4621,2.5101,11.3057,11.4893,50.0,1,1,normal,0
IC_1138,LOT_B,W18,8.1457,9.4892,10.6451,12.2082,2.6494,2.7565,13.1398,13.349,50.0,1,1,normal,0
IC_1139,LOT_A,W02,10.0757,11.5596,13.3277,13.9859,2.7417,2.8288,10.5708,10.8011,50.0,1,1,normal,0
IC_1140,LOT_D,W11,10.1058,15.4661,45.5816,86.573,2.7081,3.0256,12.1713,12.6701,50.0,1,1,early_drifter,1
IC_1141,LOT_D,W09,8.3336,10.0058,11.2274,12.1288,2.4264,2.5157,11.7378,12.0356,50.0,1,1,normal,0
IC_1142,LOT_D,W18,9.4372,11.1477,12.7317,14.7714,2.2287,2.3614,12.6948,12.9299,50.0,1,1,normal,0
IC_1143,LOT_B,W22,8.3883,10.1517,11.6484,13.1121,2.1976,2.3458,10.7115,10.8789,50.0,1,1,normal,0
IC_1144,LOT_B,W15,10.5913,11.591,12.111,12.0905,2.6758,2.7655,11.9378,11.8304,50.0,1,1,normal,0
IC_1145,LOT_A,W02,9.4929,10.7175,11.7796,12.7174,2.5199,2.599,12.2148,12.5087,50.0,1,1,normal,0
IC_1146,LOT_B,W10,7.2136,8.2223,9.3191,10.267,2.4713,2.5273,12.3828,12.5204,50.0,1,1,normal,0
IC_1147,LOT_D,W20,10.2847,10.8098,11.6619,12.0998,2.7318,2.783,12.8847,12.9307,50.0,1,1,normal,0
IC_1148,LOT_D,W13,10.2618,11.7589,13.5318,13.8337,2.5767,2.7273,11.2979,11.5201,50.0,1,1,normal,0
IC_1149,LOT_F,W04,11.2618,12.4808,14.1049,15.3861,2.2876,2.3514,14.0187,14.2532,50.0,1,1,normal,0
IC_1150,LOT_E,W03,32.0064,34.3907,36.6119,38.5957,3.3011,3.5042,14.721,14.9649,50.0,1,1,latent_distribution_outlier,1
IC_1151,LOT_B,W04,9.5411,10.5986,11.1875,12.3261,2.9499,2.9976,12.0024,12.0819,50.0,1,1,normal,0
IC_1152,LOT_B,W08,9.8417,11.5284,12.6986,14.165,2.336,2.4063,9.9917,10.3326,50.0,1,1,normal,0
IC_1153,LOT_A,W03,11.4033,12.5953,13.5797,14.7202,2.5216,2.5916,12.2453,12.1676,50.0,1,1,normal,0
IC_1154,LOT_D,W22,8.8207,9.8519,10.6823,11.2156,2.2567,2.2896,12.6043,12.6799,50.0,1,1,normal,0
IC_1155,LOT_E,W16,9.3271,10.7753,12.4148,14.1072,2.5607,2.677,11.8558,12.0819,50.0,1,1,normal,0
IC_1156,LOT_C,W10,12.0446,13.3768,14.796,15.2568,2.401,2.5097,11.6474,11.8293,50.0,1,1,normal,0
IC_1157,LOT_A,W09,10.589,12.1531,13.6418,14.4488,2.0279,2.1195,11.0459,11.3781,50.0,1,1,normal,0
IC_1158,LOT_D,W24,10.2774,12.1577,13.6439,14.4974,2.6239,2.7493,10.2415,10.5769,50.0,1,1,normal,0
IC_1159,LOT_B,W24,7.3584,8.4002,9.448,10.1493,2.1868,2.2345,11.4523,11.5636,50.0,1,1,normal,0
IC_1160,LOT_E,W22,8.9705,9.9971,10.9661,11.8533,2.0133,2.0374,12.7244,12.9138,50.0,1,1,normal,0
IC_1161,LOT_A,W08,7.4592,9.1567,10.7734,11.5962,2.5646,2.6975,10.0693,10.208,50.0,1,1,normal,0
IC_1162,LOT_B,W24,8.8539,9.7236,10.3378,10.9026,2.8924,2.9848,11.797,11.7865,50.0,1,1,normal,0
IC_1163,LOT_A,W04,9.5738,10.7575,11.8822,13.6058,2.5543,2.6103,11.8081,11.9568,50.0,1,1,normal,0
IC_1164,LOT_F,W10,11.4681,12.5233,13.7051,15.1134,2.3027,2.3749,13.7626,13.7368,50.0,1,1,normal,0
IC_1165,LOT_E,W08,8.4701,9.1343,10.7606,11.5445,1.7476,1.7535,11.1152,11.1894,50.0,1,1,normal,0
IC_1166,LOT_F,W01,10.1138,11.2712,11.8385,12.9686,1.9825,2.0928,13.3354,13.6015,50.0,1,1,normal,0
IC_1167,LOT_D,W18,9.3532,9.8435,10.8722,10.6824,2.4117,2.4205,10.7396,10.8797,50.0,1,1,normal,0
IC_1168,LOT_E,W17,11.417,13.0006,14.3085,15.5872,2.0922,2.1537,11.3624,11.6057,50.0,1,1,normal,0
IC_1169,LOT_A,W13,7.7828,8.8086,10.1859,10.7398,2.419,2.5701,11.6821,11.8534,50.0,1,1,normal,0
IC_1170,LOT_A,W22,5.7006,6.9829,8.5294,8.673,2.5929,2.6559,10.3361,10.5863,50.0,1,1,normal,0
IC_1171,LOT_F,W11,12.0835,13.2095,13.6179,13.9776,2.1159,2.1636,14.0107,14.3014,50.0,1,1,normal,0
IC_1172,LOT_A,W01,11.7334,12.7948,12.8807,14.1239,2.7716,2.863,11.0799,11.2328,50.0,1,1,normal,0
IC_1173,LOT_B,W17,10.1796,11.0794,11.3784,12.7443,2.5673,2.5984,10.296,10.4878,50.0,1,1,normal,0
IC_1174,LOT_A,W22,6.1181,7.6005,8.8091,10.0432,2.0519,2.1389,10.8084,10.9921,50.0,1,1,normal,0
IC_1175,LOT_D,W15,9.1778,10.3122,11.3095,12.5665,2.1913,2.2387,11.4727,11.547,50.0,1,1,normal,0
IC_1176,LOT_B,W11,10.6124,16.5254,50.2844,92.1315,2.6395,2.9769,9.4084,10.1485,50.0,1,1,early_drifter,1
IC_1177,LOT_C,W05,10.3503,11.9602,12.8309,13.4485,2.0272,2.1031,12.0025,12.2369,50.0,1,1,normal,0
IC_1178,LOT_D,W10,8.9051,10.4423,11.6254,11.9449,2.5614,2.6794,11.4467,11.523,50.0,1,1,normal,0
IC_1179,LOT_A,W06,12.1476,13.212,14.3826,14.7152,2.3028,2.3578,11.6393,11.8979,50.0,1,1,normal,0
IC_1180,LOT_A,W08,9.222,10.5766,11.8077,12.5188,2.655,2.7272,11.5184,11.7126,50.0,1,1,normal,0
IC_1181,LOT_F,W16,11.411,12.3077,13.5043,12.9583,1.9059,1.9249,12.6625,12.8815,50.0,1,1,normal,0
IC_1182,LOT_B,W03,7.0,11.0398,35.3326,66.501,2.5462,2.8237,11.7356,12.2402,50.0,1,1,early_drifter,1
IC_1183,LOT_D,W05,6.5514,7.5667,8.9592,10.1702,2.1915,2.2739,10.8426,10.9798,50.0,1,1,normal,0
IC_1184,LOT_F,W10,11.6035,12.8337,13.5539,15.4032,2.168,2.2037,13.7656,13.985,50.0,1,1,normal,0
IC_1185,LOT_B,W04,7.9822,9.3365,10.5211,11.5286,2.4442,2.5223,11.6866,12.0135,50.0,1,1,normal,0
IC_1186,LOT_C,W21,10.6128,11.9295,13.8434,14.8415,2.0748,2.1279,12.1934,12.3829,50.0,1,1,normal,0
IC_1187,LOT_B,W18,8.5382,9.1363,10.4241,9.7374,2.3443,2.3656,9.766,9.7078,50.0,1,1,normal,0
IC_1188,LOT_F,W05,9.7076,10.899,11.7478,12.8223,2.0543,2.1315,12.311,12.4035,50.0,1,1,normal,0
IC_1189,LOT_D,W08,10.251,11.5796,12.5842,14.8742,2.6311,2.7695,11.912,12.0452,50.0,1,1,normal,0
IC_1190,LOT_C,W08,13.9411,15.3996,16.0619,17.3858,1.9954,2.1089,11.1615,11.3656,50.0,1,1,normal,0
IC_1191,LOT_E,W22,10.7319,12.3885,13.826,15.2677,2.5525,2.6365,13.3007,13.5189,50.0,1,1,normal,0
IC_1192,LOT_A,W09,14.2005,15.8524,16.9918,18.1494,2.751,2.8541,12.2979,12.3296,50.0,1,1,normal,0
IC_1193,LOT_B,W13,9.9092,15.7333,47.889,90.9632,2.9013,3.2689,11.0779,11.8375,50.0,1,1,early_drifter,1
IC_1194,LOT_C,W21,11.588,12.4839,13.4077,14.829,2.1372,2.2004,11.198,11.3748,50.0,1,1,normal,0
IC_1195,LOT_E,W14,34.7425,37.3422,40.1913,42.4513,4.3915,4.5558,16.3099,16.602,50.0,1,1,latent_distribution_outlier,1
IC_1196,LOT_C,W22,10.3272,11.0881,12.1869,12.573,1.9232,1.9725,12.4142,12.4446,50.0,1,1,normal,0
IC_1197,LOT_D,W04,12.2939,13.8392,15.047,16.7694,3.0275,3.0958,12.6985,12.8411,50.0,1,1,normal,0
IC_1198,LOT_D,W08,10.3276,14.8042,39.8237,74.3699,2.301,2.5432,11.703,12.1089,50.0,1,1,early_drifter,1
IC_1199,LOT_C,W16,10.2565,11.3851,12.7761,13.6538,2.2044,2.3103,10.7819,10.9029,50.0,1,1,normal,0
IC_1200,LOT_E,W20,10.2249,11.1116,12.3577,12.458,1.8018,1.8784,12.354,12.4727,50.0,1,1,normal,0
IC_1201,LOT_D,W18,10.995,12.8697,14.2304,15.6897,2.1483,2.2852,11.7015,11.784,50.0,1,1,normal,0
IC_1202,LOT_D,W19,10.3778,11.3725,13.0361,13.6787,2.5838,2.6306,11.5711,11.5384,50.0,1,1,normal,0
